"","MDS1","MDS2","SampleID","Name","Plant_ID","Type","Experiment","Cohort","Harvested","Age","Site","Treatment","Line","Genotype","Block","oldPlate","newPlate","Analysis","shannon","simpson","insimpson"
"76",0.288147410572127,0.137828224734778,"M1551P37","8_0609.root","8_0609","root","ecotypes","2008","2011","3","Jam","field","SILLow.2","SIL","8_13","p200","M1551","Ecotypes",4.93230896051863,0.977334990735447,44.120873207141
"77",-0.292834287127615,0.422863114876378,"M1981P586","8_0612.leaf","8_0612","leaf","ecotypes","2008","2011","3","Jam","field","MIL.68.B","MIL","8_13","p206","M1981","Ecotypes",0.84920743997284,0.335781430803285,1.50552852084423
"78",0.232476159879041,0.115536921104795,"M1555P256","8_0612.root","8_0612","root","ecotypes","2008","2011","3","Jam","field","MIL.68.B","MIL","8_13","p202","M1555","Ecotypes",5.35588949033422,0.98794441480589,82.949104825584
"79",-0.30865329831433,-0.206067384153359,"M1961P1298","8_0647.leaf","8_0647","leaf","ecotypes","2008","2011","3","Sil","field","JAM.26.A","JAM","8_14","p214","M1961","Ecotypes",2.62675720256964,0.819374634747534,5.5363209846096
"80",0.21067245378352,-0.01486697748166,"M1554P124","8_0647.root","8_0647","root","ecotypes","2008","2011","3","Sil","field","JAM.26.A","JAM","8_14","p201","M1554","Ecotypes",5.84228298169525,0.991534627789839,118.128296686087
"81",-0.236804268788085,-0.253809283838388,"M1955P814","8_0663.leaf","8_0663","leaf","ecotypes","2008","2011","3","Sil","field","PAR.13.A","PAR","8_14","p208","M1955","Ecotypes",4.18585939074123,0.962314960847057,26.5357293630914
"82",0.302021024313223,-0.0449516020485602,"M1555P238","8_0663.root","8_0663","root","ecotypes","2008","2011","3","Sil","field","PAR.13.A","PAR","8_14","p202","M1555","Ecotypes",5.64349397941493,0.993354128638869,150.469358442387
"83",-0.264242406399381,-0.216687981433964,"M1961P1308","8_0672.leaf","8_0672","leaf","ecotypes","2008","2011","3","Sil","field","MIL.32.A1","MIL","8_14","p214","M1961","Ecotypes",3.37051484845114,0.912707975151696,11.4558002490811
"84",0.270461377731265,-0.0420547122925721,"M1979P378","8_0672.root","8_0672","root","ecotypes","2008","2011","3","Sil","field","MIL.32.A1","MIL","8_14","p204","M1979","Ecotypes",5.92377643979037,0.994722333882383,189.477692926045
"85",-0.353223517158874,0.551009997127098,"M1982P705","8_0773.leaf","8_0773","leaf","ecotypes","2008","2011","3","Jam","field","MAH.9.B","MAH","8_17","p207","M1982","Ecotypes",0.47377997115682,0.240764349450225,1.31711412560235
"86",0.250505134002692,0.110347604825386,"M1555P212","8_0773.root","8_0773","root","ecotypes","2008","2011","3","Jam","field","MAH.9.B","MAH","8_17","p202","M1555","Ecotypes",5.03482000942495,0.981652791934165,54.5042055669567
"87",-0.219825868285198,0.00726159176998098,"M1980P481","8_0775.leaf","8_0775","leaf","ecotypes","2008","2011","3","Jam","field","SILLow.5","SIL","8_17","p205","M1980","Ecotypes",4.48484256474473,0.967427699898498,30.7009329056837
"88",0.176257794596176,0.0147177258225304,"M1979P383","8_0775.root","8_0775","root","ecotypes","2008","2011","3","Jam","field","SILLow.5","SIL","8_17","p204","M1979","Ecotypes",5.27159528504274,0.989394288114327,94.288814440722
"89",-0.382276394234329,0.575495838544014,"M1981P632","8_0776.leaf","8_0776","leaf","ecotypes","2008","2011","3","Jam","field","JAM.22.A","JAM","8_17","p206","M1981","Ecotypes",0.469608157304816,0.234003930673358,1.30548972774633
"90",0.288554855483168,0.120543574218305,"M1555P240","8_0776.root","8_0776","root","ecotypes","2008","2011","3","Jam","field","JAM.22.A","JAM","8_17","p202","M1555","Ecotypes",4.93581956210497,0.978886153656873,47.3622846234993
"91",-0.333616959382354,0.447123880084973,"M1981P561","8_0790.leaf","8_0790","leaf","ecotypes","2008","2011","3","Jam","field","PAR.13.A","PAR","8_17","p206","M1981","Ecotypes",0.785114871302474,0.333680334223904,1.50078115859788
